type_id,type_name,type_description
aacadf18-dd64-48cb-afc1-b20719b3c8b0,AU,
f6e2b524-87b9-4f53-8e7d-7770eb2c930e,VST3,
72afadf0-67dd-4eed-bb01-71f102fcee4b,VST,
57668a87-ff53-4391-b3a7-af556b0a0874,UAD-2,
a4c6d253-5a21-4d5c-bcfa-f216f565a9d9,UADx,
