type_id,type_name,type_description
932ccc99-8cc7-46cc-9ead-2c1b02a29fdc,Manufacturer,
8b85d508-5d04-4330-ada3-6c76c28a439a,Studio,
e4e51eaa-09ec-44ca-b229-1f493daba21c,Individual,
