effect_id,brand_id,model_ids,effect_name,version,collection,effect_types,tool_types,plugin_formats,plugin_notes,workflow_notes,description,recording_notes,artist_reference,attributes,tags,parent_ids
2b345a2d-846d-433d-beed-69f1524b6ff7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,2x12 BM 30 H70,,Brian May Collection,,,,2x12 CAB Celestion G12H Anniversary,Vox AC30 (CAB) ALT (Tone),,Triple Cabinets (3 AC30 cabs in a wet-dry-wet configuration),,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
9f5f57bc-7954-4712-8e42-4669f245e926,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,BM 30,,Brian May Collection,,,,(crunch),Vox AC30 ALT (Tone),,Triple Cabinets (3 AC30 cabs in a wet-dry-wet configuration),,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
d060cce3-56f4-4c96-b3a4-07e946231fab,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,2x12 Gry British Vint,,Amplitube Collection,,,,2x12 CAB Celestion Silver Bulldogs,Vox AC30 (CAB) ALT (Tone),,,,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
068e7e90-738e-432c-be2e-7d70b9ab92a4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,2x12 Open Vintage,,Amplitube Collection,,,,2x12 CAB Jensen C12N,Vox AC30 (CAB) ALT (Tone),,,,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
37c8f899-9371-4160-b5e4-fe08d3180ea0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,British Blue Tube 30TB,,Amplitube Collection,,,,(crunch),Vox AC30 ALT (Tone),,,,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
1d394380-cf8d-4f56-8c7b-1db934fbffe6,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,50d88147-f141-4cac-be05-055cccb0ed32,British Copper 30TB,,Amplitube Collection,,,,(crunch),Vox AC30 ALT (Tone),,,,,"Guitar,Modeled",effects:82257eff-56fc-40a1-b9cc-567c68a11861
3229151f-9a5a-4178-ae79-b9cfa5d23e8f,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,c8f3694c-9e0c-4aec-aa7f-1ae32778af40,Satch Wah,,Joe Satriani Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
8934db3e-ca76-46d4-a5ee-e12a51db13aa,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ba1c7dec-a241-46a7-9277-7d6287d7bd15,Nirvana,,Wampler Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
444bff63-9337-4caa-ba44-ba3f52fe7217,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,628d90be-81ea-4f39-8e9b-d9522246a720,Pinnacle Deluxe,,Wampler Collection,Harmonic Coloration,,,,,,,,,"Guitar,Modeled,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
80fa3c9c-b370-4d9e-a398-55e4977a41ae,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fa09e899-1548-4cc5-a8ba-0a2d0dbb2fc4,Seek Trem,,Z. Vex Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
6621108a-8a71-47ac-a3f3-20b4e96c26db,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,15adc374-d956-423f-99fe-2595d17aca0d,Seek Wah,,Z. Vex Collection,Modulation,,,,Z Vex Seek Wah TOP,,,,,"Guitar,Modeled,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
3900f2fb-1c1a-4736-b250-74ff5f8f4732,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,4x12  Vintage M 1,,Amplitube Metal,,,,,,,,,,Guitar,effects:82257eff-56fc-40a1-b9cc-567c68a11861
64a4b67f-9534-4f5d-9880-2b4cad264444,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Bass 810 Pro,,Fender Collection,,,,8x10,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
8e5a98ae-cec3-4af6-bfdd-876302dc3e0c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Custom Modern Hi-Gain,,Amplitube Collection,,,,(high-gain),,,,,,Guitar,effects:82257eff-56fc-40a1-b9cc-567c68a11861
716f249e-93b0-4359-9b0a-55438a83907e,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Custom Solid State Clean,,Amplitube Collection,,,,(clean),,,,,,Guitar,effects:82257eff-56fc-40a1-b9cc-567c68a11861
ffbd343f-966e-4d3d-a794-6d186a9d4c32,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Custom Solid State Fuzz,,Amplitube Collection,,,,(crunch),,,,,,Guitar,effects:82257eff-56fc-40a1-b9cc-567c68a11861
71d0780d-da0e-4138-9ac0-62ba62b2e798,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Custom Solid State Lead,,Amplitube Collection,,,,(high-gain),,,,,,Guitar,effects:82257eff-56fc-40a1-b9cc-567c68a11861
a31bcbcd-436d-4e6d-ac8e-6b276b214365,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,X-TIME,,X-Gear (X-TIME),Delay,,,16 original settings,,,,,,Stomp,effects:82257eff-56fc-40a1-b9cc-567c68a11861
78fff640-9532-4fdf-8bbe-25ffa54c406b,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Swell,,Amplitube Collection,Dynamics,,,,,,,,,"Guitar,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
06022d45-1069-424e-8358-b6d5f4456ae0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Tube Compressor,,Amplitube Collection,Dynamics,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
b089cc30-d80d-4205-b201-743aa12e7a2a,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Graphic EQ,,Amplitube Collection,EQ,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
ce7ab64f-eb5c-42fc-8031-fd2a437bf6a0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Parametric EQ 3,,Amplitube Collection,EQ,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
4d1aad64-992c-4449-a996-bdd7c86f9029,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,AmpLess,,Amplitube Collection,Harmonic Coloration,,,,,,,,,"Guitar,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
35332749-1bf7-4334-8cf0-83d06da4eaf5,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,X-DRIVE,,X-Gear (X-DRIVE),Harmonic Coloration,,,4 original settings,,,,,,Stomp,effects:82257eff-56fc-40a1-b9cc-567c68a11861
35136fe4-c55d-49c7-9515-9b8fc4339646,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Digital Chorus,,Amplitube Collection,Modulation,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
0129485e-b28d-4b35-b2ae-74353854456c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Digital Flanger,,Amplitube Collection,Modulation,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
76ea8bda-ac69-4c8e-918a-3f1f30c9ad23,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Step Filter,,Amplitube Collection,Modulation,,,,,,,,,"Guitar,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
b5458b66-ba4b-4187-9b45-f77e4542a522,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Pitch Shifter,,Amplitube Collection,Pitch Tools,,,,,,,,,"Guitar,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
18faaf48-ec9d-4c5d-9ff3-807989b79aa5,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,X-VIBE,,X-Gear (X-VIBE),Pitch Tools,,,16 original settings,,,,,,Stomp,effects:82257eff-56fc-40a1-b9cc-567c68a11861
757d34df-aef0-4ba9-97f3-87a25c598355,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Amp Closet,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
0dea4cf7-c578-42a9-87bc-147f857474bc,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Bathroom,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
827164d4-f077-4529-a669-bfdcd5e95545,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Garage,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
80d83b53-6642-483a-ab39-6d318d608192,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Hall,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
b048866e-cc68-4933-bd75-a9e20172c64d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Large Studio,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
4e877dd4-8797-4708-bd28-2ad09314d2ca,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Mid Studio,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
19e21062-bf6f-4176-8302-99d76ce76eef,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Shimmer Reverb,,Amplitube Collection,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
b77a02cb-d223-49d9-9f32-72a75adf370c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Small Studio,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
7f270ddc-b165-4fce-8630-0a15636f8bc5,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Subway,,Amplitube Room,Reverb&Room,,,,,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
f56cefdd-2638-4118-966b-21147fc5fab1,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,X-SPACE,,X-Gear (X-SPACE),Reverb&Room,,,16 original settings,,,,,,"Guitar,Stomp",effects:82257eff-56fc-40a1-b9cc-567c68a11861
37eb7472-0f45-441e-9c7b-1b4feccc2b87,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,,Stereo Enhancer,,Amplitube Collection,Spatial Processing,,,,Only use this if I'm working in Amplitube,,,,,,effects:82257eff-56fc-40a1-b9cc-567c68a11861
155a7ed9-b17c-47be-b256-bc52c20df901,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,29b93ab2-6e7d-45af-bb18-f5e1281d3e1a,Condenser 12,,,Microphone,,,Standalone Mic / Overhead Pair / Amplitube Room,"AKG C12 DNU 
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
cedffb76-366e-4f7e-b236-a6be3e5a3368,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,5b562401-5db1-4f74-ab9a-b3c142f4cc6c,Vintage Dynamic 20,,,Microphone,,,,"AKG D20 TOP
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
9ba0cebb-8133-4feb-a08e-1a80ceb29d25,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,11b07f9e-f95f-4b9c-b7f9-fbe6b6fa10df,Ribbon 160,,,Microphone,,,,Beyerdynamic M160 ALT (Tone),,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
3aaa5a20-c134-4596-a232-6da73e4191ba,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ee9d0cd3-2467-4d96-a412-c7fc0b339063,Tube VM,,,Microphone,,,,Brauner VM1 ALT (Tone),,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
4f5474a1-6230-4c7a-9e69-ac031b317b90,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ea997eeb-dbbc-4195-9ab7-ba340575d571,Dynamic 20,,,Microphone,,,,Electro-Voice RE20 ALT(Tone),,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
1aacf002-0092-49c5-8507-90e5598fef0a,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e6dc2362-8bd1-4c56-b1f6-3e8af0fbd460,MD1b,,,Microphone,,,,,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
2ded2ecb-4242-4ece-a651-3fe92e9b8c0b,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e6dc2362-8bd1-4c56-b1f6-3e8af0fbd460,MD1b-FET,,,Microphone,,,,,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
9929ae99-819f-45fd-a84a-7f99b9abdb6d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,eeb0f21b-aa69-4fd3-801c-aa61dbcb655d,Velo-8,,,Microphone,,,,,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
d88f0252-60b5-429a-ac4e-1ac33f1be156,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,eab21592-9d28-4b24-8734-54d64ae69ac3,Bottle 563,,,Microphone,,,,,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
f8b74705-fac1-4133-9da2-49ee3ea9ffc4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,afc83862-f4bb-4b05-8740-bca414075583,Condenser 170,,,Microphone,,,Standalone Mic / Overhead Pair / Amplitube Room,,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
36abe6fe-ce01-43d0-89a2-ba834536edc1,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,4b9f69ac-efbc-490c-8509-49ef51dd8983,Condenser 67,,,Microphone,,,,"Neumann U67 ALT (Tone)
Embedded in AmpliTube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
385794cd-f328-464e-ac90-e92fc2d78922,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,851fbdce-1ba8-480f-bc5a-5911742f3072,Condenser 87,,,Microphone,,,Standalone Mic / Overhead Pair / Amplitube Room,"Neumann U87 ALT (Tone)
Embedded in AmpliTube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
32f6c4e9-c87b-4202-9be8-705c353ac718,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,0ad2770c-712f-444f-9736-16c6440c2f73,Ribbon 121,,,Microphone,,,,"Royer R121 ALT (Tone)
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
b09e204a-ca5a-46db-8dab-c045699be799,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,2a833bc8-ccbd-4153-bbf1-eb210aa8c81f,Dynamic 609,,,Microphone,,,,"Sennheiser e609 TOP
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
179e5bd4-2c1c-4155-bd21-f5fb338abdb9,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,23136b4f-7a6c-4002-91cf-e8eeddbd7886,Dynamic 421,,,Microphone,,,,"Sennheiser MD421 ALT (None)
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
322f8d43-b5ed-4be3-97f0-326a35305f4d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,d9a78bee-a323-40f7-b84c-61cb41b25635,Dynamic 441,,,Microphone,,,,"Sennheiser MD441 ALT (None)
Embedded in Amplitube",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245"
4d601425-2bcb-42ed-9906-c59ed7f5ae9d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,79814379-1425-4319-be7b-f74f7f55b17f,Condenser 414,,,Microphone,,,Standalone Mic / Overhead Pair / Amplitube Room,"AKG C414 EB ALT (Tone)
Embedded in Amplitube & TONEX",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245,effects:560887e9-8a5f-42c5-b8fd-ffd183041b33"
3b21d1bf-6c25-498f-8eef-4f012ef0867d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,549bb580-b01e-49b8-90ac-406c42939502,Dynamic 57,,,Microphone,,,,"Shure SM57 ALT (None)
Embedded in Amplitube and TONEX",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:f3124776-1500-420e-996e-9d4e27744245,effects:560887e9-8a5f-42c5-b8fd-ffd183041b33"
6cbd9e15-a870-4272-a125-7b2355d45360,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,304defe8-d9d4-4bc2-be04-9be44c83fc97,SVX-CL,,Amplitube SVX,,,,,Ampeg SVT-CL ALT (Tone),,,,,"Bass,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
d726d702-cbc1-4a4b-835e-47262fcd9dd7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,304defe8-d9d4-4bc2-be04-9be44c83fc97,SVT Classic (MixBox),,Amplitube SVX,,,,,Ampeg SVT-CL ALT (Tone),,,,,"Bass,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
fd75813b-9870-4015-ac43-da2f3f3aadcf,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,12f9c9d3-404d-454c-8d20-6ea7770957a3,EQ-PG,6.3.0,"Amplitube Collection
T-Racks",EQ,Plugin,"AU,VST3",,Standalone; Embedded in Amplitube and MixBox.,,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
ad9ad617-7247-4eaf-b96d-02b9700e8a48,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b4864be2-5ccd-4ba8-a063-75de422b21ec,Chorus-1,,Amplitube Collection,Modulation,,,,Boss CE-1 ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
74fdef22-7168-483d-a036-24d778eab3d4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b4864be2-5ccd-4ba8-a063-75de422b21ec,Chorus C1 (Mixbox),,Amplitube Collection,Modulation,,,,Boss CE-1 ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
39e09496-30c4-439c-95c1-cb527a7a1412,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,02542601-4afa-49c0-b4a7-1676dbf802f0,Chorus,,Amplitube Collection,Modulation,,,,Boss CE-2 ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
499afcfb-b75a-44a2-9275-3e8ee3bf4630,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,28398815-1483-4338-9cae-1e5b5fe27d91,Distortion,,Amplitube Metal,Harmonic Coloration,,,,Boss DS-1 ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
d8aee25c-1cb6-404a-b47c-f39a96b6c9f7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,53b722c7-12ec-43bf-8e55-aa3ea4b71800,Slicer,,Amplitube Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
56d6e407-5027-4895-af09-4ca3bff42bf4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,53b722c7-12ec-43bf-8e55-aa3ea4b71800,Step Slicer,,Amplitube Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
3657e6b7-4081-4c6c-bb67-26c25251f04f,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,d882713b-cf17-4e88-a0de-55b6265299a6,Filter-C,,Amplitube Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
c8651258-b1b9-476d-b46f-0df08c0504a9,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,a36173ab-55dc-4d6f-ac55-f280f2078a30,Electric Flanger,,Amplitube Collection,Modulation,,,,Electro-Harmonix Electric Mistress ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
115bd5d0-47e2-4eb2-a330-3c8111166220,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b4a4341f-029d-42dc-aaa7-3aa99feece7e,Envelope Filter,,,Modulation,,,,Electro-Harmonix Q-Tron TOP,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
3262aae2-313f-4d1a-ae93-d145a9510989,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e32acd81-83db-40ae-86e0-7e884a27c013,Filter Phaser,,Amplitube Collection,Modulation,,,,Electro-Harmonix Small Stone ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
17212c23-3d9b-4bdf-925a-e61225cd8670,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e32acd81-83db-40ae-86e0-7e884a27c013,Small Phazer,,Amplitube Collection,Modulation,,,,Electro-Harmonix Small Stone ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
dc7d9488-88e4-4ae6-9217-a0c02b729557,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fd4cabf5-332d-4201-8afb-5a1f9756df55,VC-670,6.3.0,"Amplitube Collection
T-Racks",Dynamics,Plugin,"AU,VST3",,"Fairchild 670 ALT (Tone)
Embedded in AmpliTube / MixBox; Standalone",,,,,"Mastering,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
caaed957-380a-4e2f-bac8-9e0d3cbc7856,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fd4cabf5-332d-4201-8afb-5a1f9756df55,Model 670 (AmpliTube / MixBox),6.3.0,"Amplitube Collection
T-Racks",Dynamics,Plugin,"AU,VST3",,"Fairchild 670 ALT (Tone)
Embedded in AmpliTube / MixBox; Standalone",,,,,"Mastering,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
8101fbd1-f004-4ae6-82f3-5c95f1ea7893,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,3fcec5f5-e8ae-47ec-b4d7-ceb4118fbdcb,Opto Tremolo,,Amplitube Collection,Modulation,,,Optical Tremolo Circuit only,Fender Opto Trem ALT (Tone),,,,,"Guitar,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
994da859-8bbc-4dcf-beab-4ea0e9ee8358,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,3fcec5f5-e8ae-47ec-b4d7-ceb4118fbdcb,Tremolo,,Fender Collection,Modulation,,,Optical Tremolo Circuit only,Fender Opto Trem ALT (Tone),,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
e28e6b61-1762-408d-aac7-1846dc4ad546,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ba9eded9-0e7c-45b5-afb4-9bed2c1dd71c,American Vintage T,,Electric Gypsy Collection,,,,(1968) (clean) 2x12 JBL D120F w/ spring reverb,Fender 68 Twin Reverb ALT (Tone),,,,,"Guitar,Modeled","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
08f919b4-9eb7-4038-808a-467271b35304,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,4dac94fe-9985-4381-ae97-947323ab9092,Phaser,,Fender Collection,Modulation,,,,,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
c957c111-c358-4b4a-8737-7b0c1b8b40c0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,2cc0bdbc-a0a3-4d40-b1f2-9ddbf893052e,OverScream,,Amplitube Collection,Harmonic Coloration,,,,Ibanez TS808 ALT (Tone),,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
4f5ec900-a347-4ed1-914d-fbf8ac1e72fc,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,9fcb82cf-f9e3-4172-984e-08449118e3b5,Overdrive,,Amplitube Collection,Harmonic Coloration,,,,Ibanez TS9 TOP,,,,,"Guitar,Modeled,Stomp","effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
d3dce2bd-0a2e-4b3c-93c0-b96b2b6e020e,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,"1c36172d-b5d1-46f5-b2bd-9c1ed27bda0a,b2bd9797-32c3-4b59-bcc8-d7820f67cba9",Rotary Speaker,,Amplitube Collection,Modulation,,,,"Leslie 122 ALT (Tone)
Leslie 147 ALT (Tone)",,,,,Modeled,"effects:82257eff-56fc-40a1-b9cc-567c68a11861,effects:010d8f6b-1a96-43d6-852b-2722899cd2f6"
