effect_id,brand_id,model_ids,effect_name,version,collection,effect_types,tool_types,plugin_formats,plugin_notes,workflow_notes,description,recording_notes,artist_reference,attributes,tags,parent_ids
0ef14bb6-3404-41a8-a80d-c103e5a4aca5,725a2764-55b5-4e7c-a469-a4970c0aa267,,Doppel Filter,,,"Harmonic Coloration,Dynamics,Pitch Tools,Modulation",,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
ac250626-ca1c-4807-b265-40e546d264e4,725a2764-55b5-4e7c-a469-a4970c0aa267,,Harmonic Synthesizer,,,"Harmonic Coloration,Dynamics,Pitch Tools,Modulation",,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
99330b9e-2449-4ebb-8e2b-69e7f9f5149a,725a2764-55b5-4e7c-a469-a4970c0aa267,,Driver,1.4.11,,"Harmonic Coloration,Modulation",Plugin,VST3,Distortion and AM / FM filter,Standalone; Embedded in Guitar Rig,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
61fc290d-26fc-4e57-a362-7f0a3fd3582d,725a2764-55b5-4e7c-a469-a4970c0aa267,,Auto Filter,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
c5f1c93e-ca2d-4a3f-b413-41691aaff012,725a2764-55b5-4e7c-a469-a4970c0aa267,,Choral,1.3.7,Mod Pack,Modulation,Plugin,VST3,(Mod Pack) 4 chorus modes w/ up to 3 voices,Standalone; Embedded in Guitar Rig,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
d7d5ea7e-476d-4fb1-8b83-6948dda34847,725a2764-55b5-4e7c-a469-a4970c0aa267,,Cry Wah,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
e0994116-7a86-40cb-9f2d-35fb4b55efab,725a2764-55b5-4e7c-a469-a4970c0aa267,,Electric Lady Flanger,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
f4154806-237a-433e-a155-7116a4095c59,725a2764-55b5-4e7c-a469-a4970c0aa267,,Ensemble,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
8c9ab909-126b-4001-bb80-31852c91d748,725a2764-55b5-4e7c-a469-a4970c0aa267,,Envelope,,,Modulation,,,Standalone NI Effect (Not Linked),,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
29479ce8-2e53-446b-a1c5-db9e2735266e,725a2764-55b5-4e7c-a469-a4970c0aa267,,Filterbank,,,Modulation,,,Standalone NI Effect (Not Linked),,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
0fe2137c-f00e-450e-af9a-3f94a777cdca,725a2764-55b5-4e7c-a469-a4970c0aa267,,Flair,1.3.7,Mod Pack,Modulation,Plugin,VST3,3 flanger modes w/ up to 4 diatonic voices and detune,Standalone; Embedded in Guitar Rig,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
d8174e79-325b-435a-a751-f1748bc218de,725a2764-55b5-4e7c-a469-a4970c0aa267,,Flanger Chorus,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
5112bbc6-6550-4eb4-8e87-485e4d43d6b4,725a2764-55b5-4e7c-a469-a4970c0aa267,,LFO,,,Modulation,,,Standalone NI Effect (Not Linked),,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
3d924436-9b18-4c7e-9006-a4a98413b8f9,725a2764-55b5-4e7c-a469-a4970c0aa267,,Phaser 9,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
73e874a8-159f-4083-b2de-bd867aff9033,725a2764-55b5-4e7c-a469-a4970c0aa267,,Phasis,1.3.7,,Modulation,Plugin,"AU,VST3",,Standalone; Embedded in Guitar Rig,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
bb49fb00-0db3-488c-9ce8-1dcc03e53620,725a2764-55b5-4e7c-a469-a4970c0aa267,,Real Wah,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
a86f7cb7-942d-4b3c-88df-0c50c68cd65a,725a2764-55b5-4e7c-a469-a4970c0aa267,,Ring Modulator,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
98b5b3a5-4eb6-453c-a0ef-fa9ff6bc2f92,725a2764-55b5-4e7c-a469-a4970c0aa267,,Stoned Phaser,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
7709ecd4-c753-4679-a552-621aa7211a1e,725a2764-55b5-4e7c-a469-a4970c0aa267,,Talk Wah,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
83df81af-3d87-403e-ab7b-cca3ab280606,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Formant Filter,,,Modulation,,,Effect from Native Instruments Traktor,,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
b5c8d2d2-224c-4bd9-a610-8ffabbe6d3d2,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Peak Filter,,,Modulation,,,Effect from Native Instruments Traktor,,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
ca5624e0-e4eb-4f73-999f-fe5ca2d2c0e6,725a2764-55b5-4e7c-a469-a4970c0aa267,,Vintage Vibrato,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
8a24d2b3-a8ff-4868-9d67-fa32d947a820,725a2764-55b5-4e7c-a469-a4970c0aa267,,Wah Wah,,,Modulation,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
c5a471a8-b4b4-4f27-a894-6cb527b310cf,725a2764-55b5-4e7c-a469-a4970c0aa267,,Analog Sequencer,,,Pitch Tools,,,Standalone NI Effect (Not Linked),,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
0c4b4022-4fd3-4c45-beff-26943571fb07,725a2764-55b5-4e7c-a469-a4970c0aa267,,Loop Machine Pro,,,Pitch Tools,,,Standalone NI Effect (Not Linked),,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
5329c44e-6909-4144-99e6-0768e785ca71,725a2764-55b5-4e7c-a469-a4970c0aa267,,Oktaver,,,Pitch Tools,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
9eae5c89-6d27-4ab7-b677-ba11316f488d,725a2764-55b5-4e7c-a469-a4970c0aa267,,Pitch Pedal,,,Pitch Tools,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
fa26328e-7392-4753-8814-56d6f3cc3f0c,725a2764-55b5-4e7c-a469-a4970c0aa267,,Resochord,,,Pitch Tools,,,Standalone NI Effect (Not Linked),,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
b2f9f4bb-b0e5-456b-902a-7c00b8c42342,725a2764-55b5-4e7c-a469-a4970c0aa267,,Step Sequencer,,,Pitch Tools,,,Standalone NI Effect (Not Linked),,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
d4e525cd-b4f5-4ff7-b98b-affdc370f44c,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Beat Masher,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
044a14e8-13f9-42dc-afc3-88b38c31d692,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Beat Slicer,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
3c7e5194-f834-4856-aa80-138ee7f34580,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Gator,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
ad086748-a49c-4e18-8736-2e892ce56e15,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Reverse Grain,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
532e0304-ecf8-4011-9b74-4317159aed75,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Ringmod,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
10a8542a-b2f9-4ead-a8ac-9768805562aa,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Transpose Stretch,,,Pitch Tools,,,Effect from Native Instruments Traktor,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
469475a8-54f0-4ce5-9d9c-5063689ece29,725a2764-55b5-4e7c-a469-a4970c0aa267,,TransAmp,,,"Preamp,Harmonic Coloration",,,,,,,,,"Bass,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
cb534e7c-e009-4e6c-8089-b6d911a9ed4c,725a2764-55b5-4e7c-a469-a4970c0aa267,,Iceverb,,,Reverb&Room,,,,,,,,,Modeled,effects:66bdef14-4095-4592-8221-5e78845d9366
46a05ae9-80f1-467e-a982-67b3ed0c4cd5,725a2764-55b5-4e7c-a469-a4970c0aa267,,Little Reflektor,,,Reverb&Room,,,Native Instruments Reflektor,,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
71b8ccf0-4d4a-41ea-90ad-3a5309088916,725a2764-55b5-4e7c-a469-a4970c0aa267,,Octaverb,,,Reverb&Room,,,,,,,,,"Guitar,Stomp",effects:66bdef14-4095-4592-8221-5e78845d9366
7d3d7dea-1d32-4586-8d0c-5d3df07e188c,725a2764-55b5-4e7c-a469-a4970c0aa267,,Raum,1.3.7,,Reverb&Room,Plugin,"AU,VST3",Advanced reverb w/ 3 algorithms,Standalone; Embedded in Guitar Rig,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
6e13ef6a-364e-420c-ac7f-6d161bfe17df,725a2764-55b5-4e7c-a469-a4970c0aa267,,Reflektor,,,Reverb&Room,,,Standalone NI Effect (Not Linked),,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
5bb3088a-01db-481a-b665-bf4652e5a377,725a2764-55b5-4e7c-a469-a4970c0aa267,,Replika Shimmer,,,Reverb&Room,,,Standalone NI Effect (Not Linked),,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
3818a029-e2b9-4db9-bc0e-24c413d4ef50,725a2764-55b5-4e7c-a469-a4970c0aa267,,Spring Reverb,,,Reverb&Room,,,,,,,,,Guitar,effects:66bdef14-4095-4592-8221-5e78845d9366
1b20d2a5-a0e0-4d47-a882-feb4dcadeed0,725a2764-55b5-4e7c-a469-a4970c0aa267,,Studio Reverb,,,Reverb&Room,,,,"AMS RMX16 DNU
EMT 140 ST DNU",,,,,Modeled,effects:66bdef14-4095-4592-8221-5e78845d9366
aa717077-f625-43cc-bc89-540f0cd4ab0e,725a2764-55b5-4e7c-a469-a4970c0aa267,,Traktor's Reverb,,,Reverb&Room,,,Effect from Native Instruments Traktor,,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
07809b22-0995-47dc-a2ec-6de0df456cea,725a2764-55b5-4e7c-a469-a4970c0aa267,,Vintage Verb,,,Reverb&Room,,,,,,,,,,effects:66bdef14-4095-4592-8221-5e78845d9366
ed99ecde-b5a4-4a17-b70b-c4239d5505e2,f4ad6589-72fe-48ac-84c0-7b750cbd1231,bfd5681f-c1fd-4e26-98ce-7a433a9b9fa8,Harmonic Flanger,,,Modulation,,,,A/DA Flanger TOP,,"""Harmonic"" maps to positive feedback mode. (fuller, warmer more musical side of the pedal vs. harsh jet sound)",,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
4ee233fa-d300-4cab-a30b-59d16abb9c49,f4ad6589-72fe-48ac-84c0-7b750cbd1231,bfd5681f-c1fd-4e26-98ce-7a433a9b9fa8,80A Flanger,,Legacy,Modulation,,,,A/DA Flanger ALT (Tone),,Gritty and spacey sweeps inspired by the distinctive sound of the A/DA Flanger. More experimental (metallic clanging and slow warble rather than the classic sweep),,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
1fbc15ab-27c0-4279-b8c4-ddb609b647a7,f4ad6589-72fe-48ac-84c0-7b750cbd1231,bfd5681f-c1fd-4e26-98ce-7a433a9b9fa8,Jet Flanger,,Legacy,Modulation,,,,A/DA Flanger ALT (Tone),,"Original Helix model, built around aggressive, whooshing Jet Sweep",,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
c5db7c2c-b5e9-4c18-bb2b-1a30c50a513c,f4ad6589-72fe-48ac-84c0-7b750cbd1231,6dc55c03-846e-4ed1-a49a-e6ed9a087b38,Woody Blue,,,,,,1x18 Combo,Acoustic 360 TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
d13897a5-6899-4de2-ade9-bc6143910572,f4ad6589-72fe-48ac-84c0-7b750cbd1231,6dc55c03-846e-4ed1-a49a-e6ed9a087b38,1x18 Woody Blue,,,,,,1x18 Combo,Acoustic 360 TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
1bd80c0b-a820-461c-b227-42c945627824,f4ad6589-72fe-48ac-84c0-7b750cbd1231,6d6620b2-787c-4955-8ac3-ad72e640375c,84 Ribbon,,,Microphone,,,,Embedded in Helix Native,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
bd382f81-595a-41cb-a1e5-0109c507852b,f4ad6589-72fe-48ac-84c0-7b750cbd1231,af318437-f494-47fb-ae48-9ab02156c776,Agua 51,,,,,,,,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
9cb03108-881e-490d-b91d-2c57bbe1c6ff,f4ad6589-72fe-48ac-84c0-7b750cbd1231,21500571-983d-42dc-a1c3-c2ac769c9876,Agua Sledge,,,,,,,Aguilar Tone Hammer TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
c9dbf90f-b743-43d8-bd4d-a81b7dfb868e,f4ad6589-72fe-48ac-84c0-7b750cbd1231,57af42b3-b011-4f40-b569-b811b95ce070,414 Cond,,,Microphone,,,,Embedded in Helix Native,,,,,"Guitar,Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
16bc7b7f-8ed2-4852-96b1-434c2c60e6fe,f4ad6589-72fe-48ac-84c0-7b750cbd1231,e0eae940-eb8b-4dbd-94aa-b10de0468a15,112 Dynamic,,,Microphone,,,,Embedded in Helix Native,,,,,"Guitar,Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
54ded54b-6c36-45a1-ad42-45986b7cfda5,f4ad6589-72fe-48ac-84c0-7b750cbd1231,0d66672b-e3fe-4488-943c-c0a38afc8ebe,12 Dynamic,,Legacy,Microphone,,,,Embedded in Helix Native,,,,,Modeled,effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
56a8b494-71a7-4ecb-bf21-dfcdb64b9872,f4ad6589-72fe-48ac-84c0-7b750cbd1231,231280e7-9bd3-4feb-b3c9-29fc25c3b517,1x15 Ampeg B-15,,,,,,1x15 CAB,Ampeg B-15 TOP,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
3bccb884-486b-4686-b01d-9faa52b59f63,f4ad6589-72fe-48ac-84c0-7b750cbd1231,127c1508-b2fc-4ea2-9a6b-7f1e330b0c3d,Ampeg B-15NF,,,,,,,,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
fa7388c9-ada5-42b1-9b52-5e97c9340fa4,f4ad6589-72fe-48ac-84c0-7b750cbd1231,a008fa96-2122-4f3c-8aec-10360ca51f42,Ampeg Liquifier Chorus,,,Modulation,,,,,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
cd778d49-7a13-4f8c-802b-7a74cece8a84,f4ad6589-72fe-48ac-84c0-7b750cbd1231,218470c6-5599-4c4d-ab9f-76880d723aea,Ampeg Opto Comp,,,Dynamics,,,,,,,,,"Bass,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
1dedf8a2-ab79-4ec9-8944-ac8e1382723d,f4ad6589-72fe-48ac-84c0-7b750cbd1231,bffcffa6-62a0-4b46-89f3-21e8bb8c3e24,4x10 Ampeg Pro,,,,,,4x10 CAB,,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
8b40fd97-17f1-4203-8b96-95476f01b899,f4ad6589-72fe-48ac-84c0-7b750cbd1231,49ebb7b7-9dc2-443c-94c6-409975f27e0f,Ampeg Scrambler,,,Harmonic Coloration,,,,,,,,,"Bass,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
31da7af6-d50f-4de9-af50-741d4bebc3a3,f4ad6589-72fe-48ac-84c0-7b750cbd1231,c2156785-d382-45b8-92d7-7c51833ca7de,Ampeg SVT Brt,,,,,,,Ampeg SVT TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
0ed0041a-c5e0-4a70-9c02-1ad9b23c6732,f4ad6589-72fe-48ac-84c0-7b750cbd1231,c2156785-d382-45b8-92d7-7c51833ca7de,Ampeg SVT Nrm,,,,,,,Ampeg SVT TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
cd2d703c-15d0-4d0d-a2cb-f1f14a50b334,f4ad6589-72fe-48ac-84c0-7b750cbd1231,a746f728-c532-474a-b538-4e721faa5042,Ampeg SVT-4 PRO,,,,,,,Ampeg SVT-4 Pro TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
4ff10a00-c779-4244-92f8-e8614eb21540,f4ad6589-72fe-48ac-84c0-7b750cbd1231,deb24d26-0114-4a1e-a7b1-bacee987dbc3,4x10 Ampeg HLF,,Legacy,,,,4x10 CAB,,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
18244856-b021-4efd-8f77-83c4823a3c9a,f4ad6589-72fe-48ac-84c0-7b750cbd1231,5f726c28-98c1-4da5-a359-81b579c10a01,8x10 SVT AV,,,,,,8x10,Ampeg SVT610HLF TOP,,,,,"Bass,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
7cb5183a-3d2f-4537-8f12-5c238b6bae06,f4ad6589-72fe-48ac-84c0-7b750cbd1231,715c675b-d39a-4363-8989-f30e051ad47d,Tone Sovereign,,,Harmonic Coloration,,,,,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
6ec18d15-e0e0-4296-88b6-9b9e61d1c30f,f4ad6589-72fe-48ac-84c0-7b750cbd1231,2f446337-f73e-4b24-8bb6-babab210db7a,Heir Apparent,,,Harmonic Coloration,,,,,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
56756a1c-562d-45e8-9a31-38be55a3ab4b,f4ad6589-72fe-48ac-84c0-7b750cbd1231,11914564-9afb-43dd-bb48-ca4d7d797ee8,PlastiChorus,,,Modulation,,,modded,,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
aa722deb-534f-4e30-9efe-8d56184af091,f4ad6589-72fe-48ac-84c0-7b750cbd1231,23c5fc28-9c62-497b-b474-ef1251f4aeb6,Rochester Comp,,Billy Sheehan,Dynamics,,,,,,,,,"Bass,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
88ceb057-2cb9-449a-a91c-7b1d354ebdde,f4ad6589-72fe-48ac-84c0-7b750cbd1231,a0ab16d0-36dd-4d67-9c06-1087eba6d516,D6 Dynamic,,,Microphone,,,,Embedded in Helix Native,,,,,"Modeled,Bass",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
2e6c52ea-6b40-45e7-b8b6-fdeddbe2b4c7,f4ad6589-72fe-48ac-84c0-7b750cbd1231,3ab6f15b-f679-4785-905e-cac1469ff063,Tube Drive,,Legacy,Harmonic Coloration,,,,B.K. Butler Tube Driver DNU,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
7d12d05b-71d4-4c7e-9933-d8a0e2dcdf87,f4ad6589-72fe-48ac-84c0-7b750cbd1231,3ab6f15b-f679-4785-905e-cac1469ff063,Valve Driver,,,Harmonic Coloration,,,,B.K. Butler Tube Driver TOP,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
8544a81b-8e74-496c-9d36-15594c622472,f4ad6589-72fe-48ac-84c0-7b750cbd1231,fb6ac6f8-3e5a-4067-bcf6-a143f44bdd5f,Cartographer,,,,,,,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
5641aa03-f177-4bdd-979e-51447916b0c7,f4ad6589-72fe-48ac-84c0-7b750cbd1231,fb6ac6f8-3e5a-4067-bcf6-a143f44bdd5f,4x12 Cartog C90,,,,,,4x12 CAB Celestion C90,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
ef515c04-4d9b-492a-a613-7bdba60479b4,f4ad6589-72fe-48ac-84c0-7b750cbd1231,fb6ac6f8-3e5a-4067-bcf6-a143f44bdd5f,4x12 Cartog Guv,,,,,,4x12 CAB Eminence Governor,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
c44bfa37-057f-46e6-a3af-55cbd61ce34d,f4ad6589-72fe-48ac-84c0-7b750cbd1231,ba13ee00-9b47-4bb1-848c-13dfbebcb406,KWB,,,Harmonic Coloration,,,KWB = Kowloon Walled Bunny,,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
86752dfe-8c9d-4cc1-a237-fe664b55f9fb,f4ad6589-72fe-48ac-84c0-7b750cbd1231,11b07f9e-f95f-4b9c-b7f9-fbe6b6fa10df,160 Ribbon,,,Microphone,,,,Embedded in Helix Native,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
321a7623-c765-483d-9018-7d47b01d3962,f4ad6589-72fe-48ac-84c0-7b750cbd1231,a0447870-096d-4981-9c6b-568636d7773b,88 Dynamic,,,Microphone,,,,,,,,,"Modeled,Bass",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
a26d3565-ecee-4353-8345-b11cda9b16a9,f4ad6589-72fe-48ac-84c0-7b750cbd1231,623b3a05-0ea1-4aee-b2da-c16ebb598416,Echo Platter,,Legacy,Delay,,,,Binson Echorec 2 T7E ALT (Tone),,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
25ea8021-22c4-43ff-9652-357e96678092,f4ad6589-72fe-48ac-84c0-7b750cbd1231,9f0b65c2-8cf2-46aa-89d4-af6ac7a3f09b,German Xtra Blue,,,,,,,Bogner Ecstasy 101B TOP,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
7a7648b0-0545-4269-a5db-85b8d27a11f0,f4ad6589-72fe-48ac-84c0-7b750cbd1231,9f0b65c2-8cf2-46aa-89d4-af6ac7a3f09b,German Xtra Red,,,,,,,Bogner Ecstasy 101B TOP,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
508e7d8d-bcc4-4a62-b289-9ad55b3ec95e,f4ad6589-72fe-48ac-84c0-7b750cbd1231,8e3ecde3-59d3-4a17-8a61-779f9f7bd716,1x12 Lead 80,,Legacy,,,,1x12 CAB,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
43d63ecf-a3f8-4518-a3dd-791022ab4222,f4ad6589-72fe-48ac-84c0-7b750cbd1231,8e3ecde3-59d3-4a17-8a61-779f9f7bd716,German Mahadeva,,,,,,,Bogner Shiva TOP,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
648dc0dd-fc66-4a15-9ac1-2029e5cbcd18,f4ad6589-72fe-48ac-84c0-7b750cbd1231,384e8b9c-85b8-457f-8098-ac2916e3b8c7,4x12 Uber T75,,,,,,4x12 CAB Celestion G12T-75,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
592cde3e-70bc-4677-8845-15b6fb754dd2,f4ad6589-72fe-48ac-84c0-7b750cbd1231,384e8b9c-85b8-457f-8098-ac2916e3b8c7,4x12 Uber V30,,,,,,4x12 CAB Celestion Vintage 30,,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
adf19db8-3585-44b4-b9e8-aa887729e9d6,f4ad6589-72fe-48ac-84c0-7b750cbd1231,d66254df-de0d-4807-bd92-3135cb9212d4,German Ubersonic,,,,,,,Bogner Uberschall TOP,,,,,"Guitar,Modeled",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
a14f34eb-1833-4b9d-9fb8-bdcb65c588b1,f4ad6589-72fe-48ac-84c0-7b750cbd1231,b4864be2-5ccd-4ba8-a063-75de422b21ec,70s Chorus,,,Modulation,,,,Boss CE-1 TOP,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
b46d3369-b986-44c6-a1bd-98d3742aa43b,f4ad6589-72fe-48ac-84c0-7b750cbd1231,b4864be2-5ccd-4ba8-a063-75de422b21ec,Analog Chorus,,Legacy,Modulation,,,,Boss CE-1 ALT (Tone),,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
951cf5ad-0cbc-4e3e-9a34-38f9f4829a83,f4ad6589-72fe-48ac-84c0-7b750cbd1231,5aa2ea67-33cf-4880-8d12-d8aa5c62e611,Blue Comp,,Legacy,Dynamics,,,Treb version has treble switch enabled,Boss CS-1 TOP,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
30d8b220-4337-4924-8f72-c1e1a27f1029,f4ad6589-72fe-48ac-84c0-7b750cbd1231,5aa2ea67-33cf-4880-8d12-d8aa5c62e611,Blue Comp Treb,,Legacy,Dynamics,,,Treb version has treble switch enabled,Boss CS-1 TOP,,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
1017e0c1-2cbe-4dcc-80c7-85de37c863e1,f4ad6589-72fe-48ac-84c0-7b750cbd1231,9cae5bf5-4eaa-4acd-b2e4-9268cf181ef3,Adriatic Delay,,,Delay,,,,Boss DM-2 TOP (Adrian Mod),,"(Adrian Mod) created by Line 6 audio architect Ben Adrian. It extends the original DM-2's maximum 300ms delay time up to 1.8 seconds, while adding, sweet modulation for a more versatile, ""tweakable"" sound.",,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
d17b6c3f-17a8-4b8e-95b5-dc09b265e7d7,f4ad6589-72fe-48ac-84c0-7b750cbd1231,9cae5bf5-4eaa-4acd-b2e4-9268cf181ef3,Analog Echo,,Legacy,Delay,,,,Boss DM-2 ALT (Tone),,,,,"Guitar,Modeled,Stomp",effects:62c642a4-6ec6-4812-8b87-ecc02aec416f
