library_id,brand_id,model_ids,library_name,notes,attributes,parent_ids
d6ade3c0-782e-4eac-b739-dbf6f3d5ba50,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Beyond Cinematic,,,"instruments:e512000e-c679-45bc-8db1-b0b04d3a9cff,instruments:8c0cb037-d459-4545-996e-f63230af0203,instruments:be44e212-f6f3-4de4-995f-e1709c766177,instruments:41f8b697-e387-4cbf-a0fd-673e9dec96c7,instruments:09577d90-a61d-4fa9-b378-1080228f3fb3,instruments:b5fefef6-8ece-4410-aa66-2c94fcdb18e7,instruments:174fe8df-acd3-4800-a997-841a1ca6bb9f,instruments:94386b4a-9a27-4633-ad23-e50d806f87d0,instruments:bc768dc6-ee44-42a1-b95e-a6953ed34c45,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:3c7ac54e-512d-4052-bf28-a438ca0da3f4,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:ac919977-a021-4c8e-b23d-a325176c0f87,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:4fe243ad-f3f9-47c7-b6fd-db39cfb9c5ea,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:0e23540f-f18c-48ac-a9a8-08d522efb8d5,instruments:96da3d44-3008-45a3-b6d3-b9210581ccd8,instruments:fa0a8f10-3c11-4b32-b4cc-554d3ef7d125,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:7bca50c8-d539-464f-a8ad-97aaaca63722,instruments:43191ffe-9290-4883-907d-b48f2dcbd34d,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:f038003f-06f0-4f80-8d05-9c639e96dde0,instruments:a0d0316a-abba-451a-991d-81990f892536"
e0ed020d-27c9-4f86-8fe0-48efc292b42e,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Beyond Synthwave,,,"instruments:e512000e-c679-45bc-8db1-b0b04d3a9cff,instruments:be44e212-f6f3-4de4-995f-e1709c766177,instruments:09577d90-a61d-4fa9-b378-1080228f3fb3,instruments:b5fefef6-8ece-4410-aa66-2c94fcdb18e7,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb,instruments:ac919977-a021-4c8e-b23d-a325176c0f87,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:2d54ffd3-f04b-46db-9377-ecf215078905,instruments:4fe243ad-f3f9-47c7-b6fd-db39cfb9c5ea,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:34a4e895-8e3f-47a0-af5b-4129565078b9,instruments:0e23540f-f18c-48ac-a9a8-08d522efb8d5,instruments:fa0a8f10-3c11-4b32-b4cc-554d3ef7d125,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:7bca50c8-d539-464f-a8ad-97aaaca63722,instruments:bbd0729b-f814-4f20-bc1d-73bb96031eec,instruments:7e19d7fa-eb7f-49ca-9de9-59d0e508cb12,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:f038003f-06f0-4f80-8d05-9c639e96dde0,instruments:9a9a5f1d-055f-42d8-ad41-d13133c23648"
6d28c035-84b7-48dd-a418-0865152866a7,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Beyond Beats,,,"instruments:e512000e-c679-45bc-8db1-b0b04d3a9cff,instruments:e54b6ef6-dabf-4bba-847f-92249920cd39,instruments:94386b4a-9a27-4633-ad23-e50d806f87d0,instruments:597b5e41-f80f-412b-9645-d0de335c7186,instruments:d472af04-cca8-4828-aab1-ff42584571f0,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb,instruments:76b54cf7-0c41-4abd-8bac-1c4bafddc6e6,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:55145e8f-2f38-4ab7-9bbf-29cbd8fd0aca,instruments:ac919977-a021-4c8e-b23d-a325176c0f87,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:4fe243ad-f3f9-47c7-b6fd-db39cfb9c5ea,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:0e23540f-f18c-48ac-a9a8-08d522efb8d5,instruments:fa0a8f10-3c11-4b32-b4cc-554d3ef7d125,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:43191ffe-9290-4883-907d-b48f2dcbd34d,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:f038003f-06f0-4f80-8d05-9c639e96dde0,instruments:a0d0316a-abba-451a-991d-81990f892536,instruments:58fb2877-1f6d-4600-ba7a-802481b8a5b5"
7745df2e-ffdf-493e-82da-09faedf0fa04,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Industrial Force,,,"instruments:e512000e-c679-45bc-8db1-b0b04d3a9cff,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71"
7cec85db-daf7-4c2f-9d5f-45ed592122f3,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,The Witcher Tribute,,,"instruments:8c0cb037-d459-4545-996e-f63230af0203,instruments:94386b4a-9a27-4633-ad23-e50d806f87d0,instruments:d472af04-cca8-4828-aab1-ff42584571f0,instruments:55145e8f-2f38-4ab7-9bbf-29cbd8fd0aca,instruments:ac919977-a021-4c8e-b23d-a325176c0f87,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:96da3d44-3008-45a3-b6d3-b9210581ccd8,instruments:ea6eab3f-0637-4cf5-b223-1f9644f94dc4,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:43191ffe-9290-4883-907d-b48f2dcbd34d,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:a0d0316a-abba-451a-991d-81990f892536,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb"
c04bb8b4-6563-463a-955a-eefb879180ca,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Past to the Future,,,"instruments:8c0cb037-d459-4545-996e-f63230af0203,instruments:597b5e41-f80f-412b-9645-d0de335c7186,instruments:d472af04-cca8-4828-aab1-ff42584571f0,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:3c7ac54e-512d-4052-bf28-a438ca0da3f4,instruments:96da3d44-3008-45a3-b6d3-b9210581ccd8,instruments:76884715-6d64-49d2-9eb6-f34bdb5d11ea,instruments:bc768dc6-ee44-42a1-b95e-a6953ed34c45,instruments:43191ffe-9290-4883-907d-b48f2dcbd34d,instruments:f038003f-06f0-4f80-8d05-9c639e96dde0,instruments:d5e62e9a-1f7b-4b30-8a41-278802fd7d3b,instruments:e54b6ef6-dabf-4bba-847f-92249920cd39,instruments:58fb2877-1f6d-4600-ba7a-802481b8a5b5,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb"
60806bef-87bd-48df-9bee-73e19fc02064,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Vintouch Vol 1,,,"instruments:8c0cb037-d459-4545-996e-f63230af0203,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb,instruments:55145e8f-2f38-4ab7-9bbf-29cbd8fd0aca,instruments:ac919977-a021-4c8e-b23d-a325176c0f87,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:7bca50c8-d539-464f-a8ad-97aaaca63722,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:76b54cf7-0c41-4abd-8bac-1c4bafddc6e6"
8904896e-6540-4c95-848b-dd2c1347833b,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Stevie Wonder Tribute,,,"instruments:8c0cb037-d459-4545-996e-f63230af0203,instruments:09577d90-a61d-4fa9-b378-1080228f3fb3,instruments:e54b6ef6-dabf-4bba-847f-92249920cd39,instruments:597b5e41-f80f-412b-9645-d0de335c7186,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:43191ffe-9290-4883-907d-b48f2dcbd34d,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:fa0a8f10-3c11-4b32-b4cc-554d3ef7d125,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb"
8a982b6e-83fe-403e-a224-9c6b965254b7,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Inward Universe,,,"instruments:be44e212-f6f3-4de4-995f-e1709c766177,instruments:41f8b697-e387-4cbf-a0fd-673e9dec96c7,instruments:09577d90-a61d-4fa9-b378-1080228f3fb3,instruments:b5fefef6-8ece-4410-aa66-2c94fcdb18e7,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:0e23540f-f18c-48ac-a9a8-08d522efb8d5,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:f038003f-06f0-4f80-8d05-9c639e96dde0"
40be2845-9e41-4d02-ac76-5985b855f638,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Oppenheimer Tribute,,,"instruments:be44e212-f6f3-4de4-995f-e1709c766177,instruments:41f8b697-e387-4cbf-a0fd-673e9dec96c7,instruments:09577d90-a61d-4fa9-b378-1080228f3fb3,instruments:b5fefef6-8ece-4410-aa66-2c94fcdb18e7,instruments:174fe8df-acd3-4800-a997-841a1ca6bb9f,instruments:f5a7ccac-4b53-4b4d-8e67-68d5319fe314,instruments:b875dc56-2fbd-41d9-95f3-72180779c31e,instruments:b0bea460-97a2-4ee5-8592-1efd33e3e65d,instruments:eb5f1b79-bdc3-4de5-b3ea-b0ceee243f71,instruments:d830e7c9-ad58-431b-a330-20c7c2b14b10,instruments:fa0a8f10-3c11-4b32-b4cc-554d3ef7d125,instruments:0e23540f-f18c-48ac-a9a8-08d522efb8d5,instruments:52c389cc-d757-4d39-99cd-7af9f0040390,instruments:ea6eab3f-0637-4cf5-b223-1f9644f94dc4,instruments:50b38aac-643f-4c84-b0c1-4c34f1772eeb,instruments:55145e8f-2f38-4ab7-9bbf-29cbd8fd0aca,instruments:3d1cdefb-3d5d-4859-8b40-8838d2923772,instruments:a1063d4f-8f58-494e-bf4a-46fe04fc46fb"
d7b7d2d5-2788-465a-8493-f9215533d3a5,7e66e7b3-acb0-484b-a0a1-856cb4faa981,,Damaged Pianos,,,instruments:41f8b697-e387-4cbf-a0fd-673e9dec96c7
