type_id,type_name,type_description
a8ac45ea-f247-4291-9c1f-d44a83ebe879,Standalone,
9ec0a8d8-6041-4c26-a529-e65e539ce6cc,Plugin,
9a017254-ff50-4996-ae9d-1a9dffa46ea8,Embedded,
