Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
"Brit 30 Classic
Chimer (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Vox AC30,Premium Tone Model,2x12,Vox AC30 ALT (Tone),,,,,,,,,,,,,
"British Juice 1
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Thunderverb 200,"Premium Tone Model
British Juice 1
70s Vitamin","Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet
Orange PPC112
Orange PPC212
Orange PPC412
Orange PPC412HP8",Orange Thunderverb 200 TOP,,,,,,,,,,,,,
"British Juice 1
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Rockerverb 100,"Premium Tone Model
British Juice 1
70s Vitamin",Orange PPC212 ,Orange Rockerverb 100 TOP,,,,,,,,,,,,,
"British Juice 1
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange OR120,"Premium Tone Model
British Juice 1
70s Vitamin",Orange PPC412,Orange OR120 TOP,,,,,,,,,,,,,
"British Juice 1
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Rockerverb 50 MKII,"Premium Tone Model
British Juice 1
70s Vitamin",Orange PPC412,,,,,,,,,,,,,,
"British Juice 2
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange OR50,"Premium Tone Model
British Juice 2
70s Vitamin","Orange PPC212
Orange PPC412",Orange OR50 TOP,,,,,,,,,,,,,
"British Juice 2
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Custom Shop 50,"Premium Tone Model
British Juice 2
70s Vitamin",Orange PPC412AD,,,,,,,,,,,,,,
"British Juice 2
Tiny Box (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Tiny Terror,"Premium Tone Model
British Juice 2
Tiny Box"," 
Orange PPC112 ",Orange Tiny Terror TOP,,,,,,,,,,,,,
C414,IK Multimedia,Microphone,Microphone,Modeled,Modeled,TONEX,AKG C414 XLS,,,Embedded in TONEX,,,,,,,,,,,,,
"Cali Hot Rods
Hot Rod (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender Hot Rod Deluxe,"Premium Tone Model
Cali Hot Rods
Hot Rod",1x12,,,,,,,,,,,,,,
"Cali Hot Rods
Hot Rod (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender Hot Rod DeVille 212,"Premium Tone Model
Cali Hot Rods
Hot Rod",2x12,,,,,,,,,,,,,,
"Cali Hot Rods
Hot Rod (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender Hot Rod DeVille 410,"Premium Tone Model
Cali Hot Rods
Hot Rod",4x10,,,,,,,,,,,,,,
"Cali' 65
Twin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender '65 Princeton Reverb,"Premium Tone Model
Cali ' 65
Twin",1x10,Fender '65 Princeton Reverb ALT (Tone),,,,,,,,,,,,,
"Cali' 65
Twin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender '65 Deluxe Reverb,"Premium Tone Model
Cali ' 65
Twin",1x12,Fender '65 Deluxe Reverb ALT (Tone),,,,,,,,,,,,,
Da Fuzz,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Fender Blender,,,Fender Blender ALT (Tone),,,,,,,,,,,,,
Dark Modern (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender EVH 5150 III 100W (6L6),"Premium Tone Model
Dark Modern",Marshall 1960B 4x12,Fender EVH 5150 III 100W (6L6) ALT (Tone),,,,,,,,,,,,,
Deep Black (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",TONEX,Ampeg B-15N,"Premium Tone Model
Deep Black",,B-15N TOP,,,,,,,,,,,,,
Double Black,IK Multimedia,"Harmonic Coloration, EQ, Preamps","EQ, Harmonic Coloration, Preamps","Bass, Modeled, Stomp","Bass, Modeled, Stomp",TONEX,Darkglass Microtubes B7K,Double Black,,,,,,,,,,,,,,,
Double Black,IK Multimedia,"Harmonic Coloration, EQ, Preamps, Dynamics","Dynamics, EQ, Harmonic Coloration, Preamps","Bass, Modeled, Stomp","Bass, Modeled, Stomp",TONEX,Darkglass Microtubes X Ultra,Double Black,,,,,,,,,,,,,,,
Double Black,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Marshall Drivemaster,Double Black,,,,,,,,,,,,,,,
Double Black,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Marshall Shredmaster,Double Black,,Marshall Shredmaster TOP,,,,,,,,,,,,,
Double Black,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Marshall The Guv'nor,Double Black,,Marshall The Guv'nor TOP,,,,,,,,,,,,,
Double Black,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Wampler SLOstortion,Double Black,,,,,,,,,,,,,,,
Double Black,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Wampler Triple Wreck,Double Black,,,,,,,,,,,,,,,
Double Red,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Fulltone Full-Drive 2,Double Red,,,,,,,,,,,,,,,
Double Red,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,GCI Brutalist Jr.,Double Red,,,,,,,,,,,,,,,
Double Red,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Strymon Sunset,Double Red,,,,,,,,,,,,,,,
Dynamic Drive,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Landgraff Dynamic Overdrive,Premium Tone Model,,Landgraff Dynamic Overdrive TOP,,,,,,,,,,,,,
Fruity Fuzz,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Frantone Peachfuzz,Premium Tone Model,,Frantone Peachfuzz TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,"Harmonic Coloration, Dynamics","Dynamics, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Electro-Harmonix Big Muff Pi,"Premium Tone Model
Fuzz Pedals",,Electro-Harmonix Big Muff Pi ALT (Tone),,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,"EQ, Harmonic Coloration","EQ, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Electro-Harmonix Graphic Fuzz,"Premium Tone Model
Fuzz Pedals",,Electro-Harmonix Graphic Fuzz TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Fender Blender,"Premium Tone Model
Fuzz Pedals",,Fender Blender TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Bass, Modeled, Stomp","Bass, Modeled, Stomp",TONEX,Fender Sub-Lime Bass Fuzz,"Premium Tone Model
Fuzz Pedals",,Fender Sub-Lime Bass Fuzz TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Roger Mayer Classic Fuzz,"Premium Tone Model
Fuzz Pedals",,Roger Mayer Classic Fuzz TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Seymour Duncan SFX-02 Tweak Fuzz,"Premium Tone Model
Fuzz Pedals",,Seymour Duncan SFX-02 Tweak Fuzz TOP,,,,,,,,,,,,,
Fuzz Pedals,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Wampler Leviathan,"Premium Tone Model
Fuzz Pedals",,Wampler Leviathan TOP,,,,,,,,,,,,,
GK Bass,IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",TONEX,Gallien-Krueger MB150S,"Premium Tone Model
GK Bass",Gallien-Krueger 115 RBH,Gallien-Krueger MB150S TOP,,,,,,,,,,,,,
"GK Bass
TONEX Amp Black (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",TONEX,Gallien-Krueger 800RB,"Premium Tone Model
GK Bass
TONEX Amp Black",Aguilar DB410,Gallien-Krueger 800RB ALT (Tone),,,,,,,,,,,,,
"GK Bass
TONEX Amp Black (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",TONEX,Gallien-Krueger 2001RB,"Premium Tone Model
GK Bass
TONEX Amp Black",Galien Krueger NEO 410,,,,,,,,,,,,,,
Gold Guard (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM800 2203,"Premium Tone Model
Gold Guard",Fender EVH 5150 III 4x12,Marshall JCM800 TOP,,,,,,,,,,,,,
Gold Guard (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM900 4100,"Premium Tone Model
Gold Guard","Fender EVH 5150 III 4x12
Hiwatt 4x12",Marshall JCM900 TOP,,,,,,,,,,,,,
Gold Guard (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",TONEX,Marshall 1992 Super Bass Plexi,"Premium Tone Model
Gold Guard",Marshall 1552 2x15,,,,,,,,,,,,,,
Gold Guard (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM 25/50 2555 Silver Jubilee,"Premium Tone Model
Gold Guard",Marshall 2551A 4x12,Marshall 2555 Silver Jubilee TOP,,,,,,,,,,,,,
Golden Horse / Goldie Horsie,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Klon Centaur,Premium Tone Model,Golden Horse (Tonex) / Goldie Horsie (Amplitube) ,Klon Centaur ALT (Tone),,,,,,,,,,,,,
Grey Buff,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Boss MT-2 Metal Zone,,,Boss MT-2 TOP,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Blackstar St. James,Premium Tone Model (Gus G.),"(50W 6L6 mode)
Blackstar Artisan 412
Blackstar Series One 412
CabRig Output (4x12) [DSP speaker simulation]",,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Blackstar Blackfire 200,Premium Tone Model (Gus G.),Blackstar Series One 412,,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,BBE G-Screamer OG-1,Premium Tone Model (Gus G.),,,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Boss SD-1 Super OverDrive,Premium Tone Model (Gus G.),,Boss SD-1 ALT (Tone),,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Crazy Tube Circuits Speed Demon,Premium Tone Model (Gus G.),,,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,J. Rockett Archer,Premium Tone Model (Gus G.),,,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Blackstar HT Metal 5,Premium Tone Model (Gus G.),"Blackbird 50 Custom 4x12 
NOTE: This cab is the emulated 4x12 switch on the HT Metal 5",,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM2000 TSL60,Premium Tone Model (Gus G.),Blackstar Artisan 412,,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender EVH 5150 III 100W (6L6),Premium Tone Model (Gus G.),"Blackstar Artisan 412
Blackstar Series One 412
Blackstar St. James 4x12",Fender EVH 5150 III 100W (6L6) ALT (Tone/Metal),,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Engl E645 Powerball,Premium Tone Model (Gus G.),Blackstar Series One 412,Engl E645 Powerball TOP,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Triple Rectifier,Premium Tone Model (Gus G.),Blackstar Series One 412,Mesa/Boogie Triple Rectifier TOP,,,,,,,,,,,,,
Gus G. Tone Asylum,IK Multimedia,"Amp & Cab, Harmonic Coloration, Reverb & Room, Preamps","Amp & Cab, Harmonic Coloration, Preamps, Reverb & Room","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Blackstar Dept 10 Amped 3,Premium Tone Model (Gus G.),Built In IR 4x12,,,,,,,,,,,,,,
Gus G. Tone Asylum (Fire & Fury),IK Multimedia,"Amp & Cab, Harmonic Coloration","Amp & Cab, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",TONEX,Crazy Tube Circuits Crossfire,Premium Tone Model (Gus G.),Hesu M412BK-B,,,,,,,,,,,,,,
"Hard & Heavy
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mezzabarba Trinity 100W,"Premium Tone Model
Bearded
Hard and Heavy",Bogner Uberkab 4x12,Mezzabarba Trinity 100W TOP,,,,,,,,,,,,,
"Hard & Heavy
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mezzabarba M Zero Overdrive,"Premium Tone Model
Bearded
Hard and Heavy",M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,,,,,,,,,
"Hard & Heavy
Bogeyman (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Bogner Shiva,"Premium Tone Model
Bogeyman
Hard and Heavy",M-Tech Audio Cab 212,Bogner Shiva ALT (Tone),,,,,,,,,,,,,
"Hard & Heavy
Bogeyman (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Bogner Goldfinger 45,"Premium Tone Model
Bogeyman
Hard and Heavy",Marshall 1922 2x12,,,,,,,,,,,,,,
"Hard & Heavy
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall 6100LM 30th Anniversary,"Premium Tone Model
Gold Guard",M-Tech Audio Cab 112,,,,,,,,,,,,,,
"Hard & Heavy
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM800 2203ZW,"Premium Tone Model
Gold Guard",Marshall 1960B 4x12,,,,,,,,,,,,,,
"Hard & Heavy
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JVM 410H JS,"Premium Tone Model
Gold Guard",Marshall 2551A 4x12,Marshall JVM 410H JS TOP,,,,,,,,,,,,,
"Hard & Heavy
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM2000 TSL100,"Premium Tone Model
Gold Guard",Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet,,,,,,,,,,,,,,
"Hard & Heavy
High-Gain Chug
Bogeyman (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Bogner Ecstasy 3534,"Premium Tone Model
Bogeyman
Hard and Heavy
High-Gain Chug","Marshall 1960AX 4x12
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet
Orange PPC112
Orange PPC212",,,,,,,,,,,,,,
"Hard & Heavy
High-gain Heroes
Bogeyman (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Bogner Ecstasy 101B,"Premium Tone Model
Bogeyman
Hard and Heavy
High-Gain Heroes",Bogner Uberkab 4x12,Bogner Ecstasy 101B ALT (Tone),,,,,,,,,,,,,
"Hard & Heavy
High-gain Heroes
Metal Face (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Dual Rectifier,"Premium Tone Model
Hard and Heavy
High-Gain Heroes
Metal Face",Diezel 412 4x12,Mesa/Boogie Dual Rectifier TOP,,,,,,,,,,,,,
"Hard & Heavy
Savag (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Engl E642 Invader 100,"Premium Tone Model
Hard and Heavy
Savag",Dragoon 260C8CV,Engl E642 Invader 100 TOP,,,,,,,,,,,,,
"Hard & Heavy
Savag (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Engl E650 (Ritchie Blackmore Signature),"Premium Tone Model
Hard and Heavy
Savag",Engl E412VSB,Engl E650 TOP,,,,,,,,,,,,,
"Hard & Heavy
TONEX Amp Black (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,THD Bi-Valve 30,"Premium Tone Model
Hard and Heavy
TONEX Amp Black",Bogner Uberkab 4x12,THD Bi-Valve 30 TOP,,,,,,,,,,,,,
"Hard & Heavy
TONEX Amp Black (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,PRS Archon 50,"Premium Tone Model
Hard and Heavy
TONEX Amp Black",Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,PRS Archon 50 TOP,,,,,,,,,,,,,
"Hard & Heavy
Untamed (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Engl E645 Powerball,"Premium Tone Model
Untamed",Engl E412VSB,Engl E645 Powerball TOP,,,,,,,,,,,,,
High-Gain Chug,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Triple Crown TC-100,"Premium Tone Model
High-Gain Chug",Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,Mesa/Boogie Triple Crown TC-100 TOP,,,,,,,,,,,,,
"High-Gain Chug
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Randall Warhead WH300,"Premium Tone Model
Bearded
High-Gain Chug",Randall RX412,Randall Warhead WH300 TOP,,,,,,,,,,,,,
"High-Gain Chug
Black Mark (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Mark V,"Premium Tone Model
Black Mark
High-Gain Chug","Mesa/Boogie 2x12 Horizontal Rectifier Cabinet
Mesa/Boogie 4x12 Rectifier Traditional Straight Cabinet",Mesa/Boogie Mark V TOP,,,,,,,,,,,,,
"High-Gain Chug
Black Mark (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Fillmore 50,"Premium Tone Model
Black Mark
High-Gain Chug",1x12 Combo,,,,,,,,,,,,,,
"High-Gain Chug
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JVM 410H JS,"Premium Tone Model
Gold Guard
High-Gain Chug",Marshall 2551A 4x12,Marshall JVM 410H JS TOP,,,,,,,,,,,,,
"High-Gain Chug
Striped (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender EVH 5150 III 50W (6L6),"Premium Tone Model
High-Gain Chug
Striped",Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet,,,,,,,,,,,,,,
"High-Gain Chug
TONEX Amp Black (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,PRS Archon 100,"Premium Tone Model
High-Gain Chug
TONEX Amp Black","Bogner Uberkab 4x12
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet",PRS Archon 100 ALT (Tone),,,,,,,,,,,,,
High-gain Heroes,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mesa/Boogie Mark IV A,"Premium Tone Model
High-Gain Heroes",Marshall 1982A 4x12,Mesa/Boogie Mark IV A ALT (Tone),,,,,,,,,,,,,
"High-gain Heroes
70s Vitamin (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Orange Rockerverb 100,"Premium Tone Model
70s Vitamin
High-Gain Heroes",Orange PPC212 ,Orange Rockerverb 100 TOP,,,,,,,,,,,,,
"High-gain Heroes
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mezzabarba Trinity 100W,"Premium Tone Model
Bearded
High-Gain Heroes","Bogner Uberkab 4x12
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet",Mezzabarba Trinity 100W TOP,,,,,,,,,,,,,
"High-gain Heroes
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Randall Warhead WH300,"Premium Tone Model
Bearded
High-Gain Heroes",Bogner 212C,Randall Warhead WH300 TOP,,,,,,,,,,,,,
"High-gain Heroes
Bearded (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Mezzabarba M Zero Overdrive,"Premium Tone Model
Bearded
High-Gain Heroes",M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,,,,,,,,,
"High-gain Heroes
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall 6100LM 30th Anniversary,"Premium Tone Model
Gold Guard
High-Gain Heroes",M-Tech Audio Cab 112,,,,,,,,,,,,,,
"High-gain Heroes
Gold Guard (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Marshall JCM900 4100,"Premium Tone Model
Gold Guard
High-Gain Heroes",Marshall 1960A 4x12,Marshall JCM900 TOP,,,,,,,,,,,,,
"High-gain Heroes
Metal Classic (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Peavey 5150,"Premium Tone Model
High-Gain Heroes
Metal Classic","Bogner 212C
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet",Peavey 5150 TOP,,,,,,,,,,,,,
"High-gain Heroes
Striped (Amplitube)",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Fender EVH 5150 III 50W (6L6),"Premium Tone Model
High-Gain Heroes
Striped",Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet,,,,,,,,,,,,,,
"High-gain Heroes
TONEX Amp Black (Amplitube) ",IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,PRS Archon 100,"Premium Tone Model
High-Gain Heroes
TONEX Amp Black",Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet,PRS Archon 100 ALT (Tone),,,,,,,,,,,,,
Hot Rod (Amplitube),IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Laney VC30-212,"Premium Tone Model
Hot Rod",2x12 Combo,,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Silvertone 1471,Premium Tone Model (Hyde Street),"1x8 (Combo)
Budda 2x12 Open Back",,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Little Smokey Amplifiers Camel Cigar Box Amp,Premium Tone Model (Hyde Street),Marshall 1960A 4x12,,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Roland Cube 60,Premium Tone Model (Hyde Street),1x12,,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Seymour Duncan Convertible,Premium Tone Model (Hyde Street),1x12,,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Airline 62-9025A,Premium Tone Model (Hyde Street),"1x12 Combo
[NOTE: This amp had a 1x10 Speaker in it. The TONEX Model is incorrect]",,,,,,,,,,,,,,
Hyde Street Amp Locker,IK Multimedia,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",TONEX,Milkman Super Creamer,Premium Tone Model (Hyde Street),2x10,,,,,,,,,,,,,,
